Time	(25) S1	(26) S2	(27) S3	(28) S4	
2.7154	-0.04071381	-0.06	-0.06	-0.06	
2.7156	-0.04072105	-0.06	-0.06	-0.06	
2.7158	-0.04072838	-0.06	-0.06	-0.06	
2.716	-0.04073581	-0.06	-0.06	-0.06	
2.7162	-0.04074335	-0.06	-0.06	-0.06	
2.7164	-0.04075099	-0.06	-0.06	-0.06	
2.7166	-0.04075873	-0.06	-0.06	-0.06	
2.7168	-0.04076659	-0.06	-0.06	-0.06	
2.717	-0.04077455	-0.06	-0.06	-0.06	
2.7172	-0.04078262	-0.06	-0.06	-0.06	
2.7174	-0.04079081	-0.06	-0.06	-0.06	
2.7176	-0.04079912	-0.06	-0.06	-0.06	
2.7178	-0.04080755	-0.06	-0.06	-0.06	
2.718	-0.0408161	-0.06	-0.06	-0.06	
2.7182	-0.04082477	-0.06	-0.06	-0.06	
2.7184	-0.04083358	-0.06	-0.06	-0.06	
2.7186	-0.04084251	-0.06	-0.06	-0.06	
2.7188	-0.04085158	-0.06	-0.06	-0.06	
2.719	-0.04086079	-0.06	-0.06	-0.06	
2.7192	-0.04087013	-0.06	-0.06	-0.06	
2.7194	-0.04087961	-0.06	-0.06	-0.06	
2.7196	-0.04088924	-0.06	-0.06	-0.06	
2.7198	-0.04089902	-0.06	-0.06	-0.06	
2.72	-0.04090895	-0.06	-0.06	-0.06	
2.7202	-0.04091903	-0.06	-0.06	-0.06	
2.7204	-0.04092927	-0.06	-0.06	-0.06	
2.7206	-0.04093966	-0.06	-0.06	-0.06	
2.7208	-0.04095022	-0.06	-0.06	-0.06	
2.721	-0.04096095	-0.06	-0.06	-0.06	
2.7212	-0.04097184	-0.06	-0.06	-0.06	
2.7214	-0.0409829	-0.06	-0.06	-0.06	
2.7216	-0.04099414	-0.06	-0.06	-0.06	
2.7218	-0.04100555	-0.06	-0.06	-0.06	
2.722	-0.04101715	-0.06	-0.06	-0.06	
2.7222	-0.04102893	-0.06	-0.06	-0.06	
2.7224	-0.0410409	-0.06	-0.06	-0.06	
2.7226	-0.04105305	-0.06	-0.06	-0.06	
2.7228	-0.04106541	-0.06	-0.06	-0.06	
2.723	-0.04107796	-0.06	-0.06	-0.06	
2.7232	-0.04109071	-0.06	-0.06	-0.06	
2.7234	-0.04110366	-0.06	-0.06	-0.06	
2.7236	-0.04111682	-0.06	-0.06	-0.06	
2.7238	-0.0411302	-0.06	-0.06	-0.06	
2.724	-0.04114378	-0.06	-0.06	-0.06	
2.7242	-0.04115758	-0.06	-0.06	-0.06	
2.7244	-0.04117161	-0.06	-0.06	-0.06	
2.7246	-0.04118587	-0.06	-0.06	-0.06	
2.7248	-0.04120034	-0.06	-0.06	-0.06	
2.725	-0.04121505	-0.06	-0.06	-0.06	
2.7252	-0.04123	-0.06	-0.06	-0.06	
2.7254	-0.04124519	-0.06	-0.06	-0.06	
2.7256	-0.04126062	-0.06	-0.06	-0.06	
2.7258	-0.0412763	-0.06	-0.06	-0.06	
2.726	-0.04129223	-0.06	-0.06	-0.06	
2.7262	-0.04130841	-0.06	-0.06	-0.06	
2.7264	-0.04132486	-0.06	-0.06	-0.06	
2.7266	-0.04134156	-0.06	-0.06	-0.06	
2.7268	-0.04135853	-0.06	-0.06	-0.06	
2.727	-0.04137578	-0.06	-0.06	-0.06	
2.7272	-0.04139329	-0.06	-0.06	-0.06	
2.7274	-0.04141109	-0.06	-0.06	-0.06	
2.7276	-0.04142918	-0.06	-0.06	-0.06	
2.7278	-0.04144754	-0.06	-0.06	-0.06	
2.728	-0.04146621	-0.06	-0.06	-0.06	
2.7282	-0.04148516	-0.06	-0.06	-0.06	
2.7284	-0.04150442	-0.06	-0.06	-0.06	
2.7286	-0.04152399	-0.06	-0.06	-0.06	
2.7288	-0.04154386	-0.06	-0.06	-0.06	
2.729	-0.04156404	-0.06	-0.06	-0.06	
2.7292	-0.04158455	-0.06	-0.06	-0.06	
2.7294	-0.04160538	-0.06	-0.06	-0.06	
2.7296	-0.04162654	-0.06	-0.06	-0.06	
2.7298	-0.04164803	-0.06	-0.06	-0.06	
2.73	-0.04166986	-0.06	-0.06	-0.06	
2.7302	-0.04169202	-0.06	-0.06	-0.06	
2.7304	-0.04171454	-0.06	-0.06	-0.06	
2.7306	-0.04173741	-0.06	-0.06	-0.06	
2.7308	-0.04176064	-0.06	-0.06	-0.06	
2.731	-0.04178423	-0.06	-0.06	-0.06	
2.7312	-0.04180819	-0.06	-0.06	-0.06	
2.7314	-0.04183252	-0.06	-0.06	-0.06	
2.7316	-0.04185723	-0.06	-0.06	-0.06	
2.7318	-0.04188232	-0.06	-0.06	-0.06	
2.732	-0.0419078	-0.06	-0.06	-0.06	
2.7322	-0.04193368	-0.06	-0.06	-0.06	
2.7324	-0.04195996	-0.06	-0.06	-0.06	
2.7326	-0.04198664	-0.06	-0.06	-0.06	
2.7328	-0.04201374	-0.06	-0.06	-0.06	
2.733	-0.04204126	-0.06	-0.06	-0.06	
2.7332	-0.04206919	-0.06	-0.06	-0.06	
2.7334	-0.04209755	-0.06	-0.06	-0.06	
2.7336	-0.04212636	-0.06	-0.06	-0.06	
2.7338	-0.0421556	-0.06	-0.06	-0.06	
2.734	-0.04218529	-0.06	-0.06	-0.06	
2.7342	-0.04221544	-0.06	-0.06	-0.06	
2.7344	-0.04224604	-0.06	-0.06	-0.06	
2.7346	-0.04227711	-0.06	-0.06	-0.06	
2.7348	-0.04230866	-0.06	-0.06	-0.06	
2.735	-0.04234068	-0.06	-0.06	-0.06	
2.7352	-0.04237319	-0.06	-0.06	-0.06	
2.7354	-0.04240621	-0.06	-0.06	-0.06	
2.7356	-0.04243971	-0.06	-0.06	-0.06	
2.7358	-0.04247373	-0.06	-0.06	-0.06	
2.736	-0.04250826	-0.06	-0.06	-0.06	
2.7362	-0.04254331	-0.06	-0.06	-0.06	
2.7364	-0.0425789	-0.06	-0.06	-0.06	
2.7366	-0.04261503	-0.06	-0.06	-0.06	
2.7368	-0.04265169	-0.06	-0.06	-0.06	
2.737	-0.04268892	-0.06	-0.06	-0.06	
2.7372	-0.04272671	-0.06	-0.06	-0.06	
2.7374	-0.04276506	-0.06	-0.06	-0.06	
2.7376	-0.042804	-0.06	-0.06	-0.06	
2.7378	-0.04284352	-0.06	-0.06	-0.06	
2.738	-0.04288363	-0.06	-0.06	-0.06	
2.7382	-0.04292436	-0.06	-0.06	-0.06	
2.7384	-0.04296569	-0.06	-0.06	-0.06	
2.7386	-0.04300764	-0.06	-0.06	-0.06	
2.7388	-0.04305023	-0.06	-0.06	-0.06	
2.739	-0.04309346	-0.06	-0.06	-0.06	
2.7392	-0.04313733	-0.06	-0.06	-0.06	
2.7394	-0.04318187	-0.06	-0.06	-0.06	
2.7396	-0.04322708	-0.06	-0.06	-0.06	
2.7398	-0.04327295	-0.06	-0.06	-0.06	
2.74	-0.04331953	-0.06	-0.06	-0.06	
2.7402	-0.0433668	-0.06	-0.06	-0.06	
2.7404	-0.04341478	-0.06	-0.06	-0.06	
2.7406	-0.04346348	-0.06	-0.06	-0.06	
2.7408	-0.04351292	-0.06	-0.06	-0.06	
2.741	-0.04356309	-0.06	-0.06	-0.06	
2.7412	-0.04361401	-0.06	-0.06	-0.06	
2.7414	-0.04366572	-0.06	-0.06	-0.06	
2.7416	-0.04371818	-0.06	-0.06	-0.06	
2.7418	-0.04377145	-0.06	-0.06	-0.06	
2.742	-0.04382551	-0.06	-0.06	-0.06	
2.7422	-0.04388039	-0.06	-0.06	-0.06	
2.7424	-0.04393609	-0.06	-0.06	-0.06	
2.7426	-0.04399265	-0.06	-0.06	-0.06	
2.7428	-0.04405004	-0.06	-0.06	-0.06	
2.743	-0.04410831	-0.06	-0.06	-0.06	
2.7432	-0.04416747	-0.06	-0.06	-0.06	
2.7434	-0.04422751	-0.06	-0.06	-0.06	
2.7436	-0.04428848	-0.06	-0.06	-0.06	
2.7438	-0.04435037	-0.06	-0.06	-0.06	
2.744	-0.04441319	-0.06	-0.06	-0.06	
2.7442	-0.04447699	-0.06	-0.06	-0.06	
2.7444	-0.04454176	-0.06	-0.06	-0.06	
2.7446	-0.04460751	-0.06	-0.06	-0.06	
2.7448	-0.04467427	-0.06	-0.06	-0.06	
2.745	-0.04474207	-0.06	-0.06	-0.06	
2.7452	-0.0448109	-0.06	-0.06	-0.06	
2.7454	-0.0448808	-0.06	-0.06	-0.06	
2.7456	-0.04495179	-0.06	-0.06	-0.06	
2.7458	-0.04502386	-0.06	-0.06	-0.06	
2.746	-0.04509706	-0.06	-0.06	-0.06	
2.7462	-0.04517141	-0.06	-0.06	-0.06	
2.7464	-0.04524691	-0.06	-0.06	-0.06	
2.7466	-0.0453236	-0.06	-0.06	-0.06	
2.7468	-0.04540149	-0.06	-0.06	-0.06	
2.747	-0.0454806	-0.06	-0.06	-0.06	
2.7472	-0.04556097	-0.06	-0.06	-0.06	
2.7474	-0.04564262	-0.06	-0.06	-0.06	
2.7476	-0.04572555	-0.06	-0.06	-0.06	
2.7478	-0.04580981	-0.06	-0.06	-0.06	
2.748	-0.04589542	-0.06	-0.06	-0.06	
2.7482	-0.04598239	-0.06	-0.06	-0.06	
2.7484	-0.04607077	-0.06	-0.06	-0.06	
2.7486	-0.04616058	-0.06	-0.06	-0.06	
2.7488	-0.04625183	-0.06	-0.06	-0.06	
2.749	-0.04634457	-0.06	-0.06	-0.06	
2.7492	-0.04643883	-0.06	-0.06	-0.06	
2.7494	-0.04653462	-0.06	-0.06	-0.06	
2.7496	-0.04663199	-0.06	-0.06	-0.06	
2.7498	-0.04673097	-0.06	-0.06	-0.06	
2.75	-0.04683157	-0.06	-0.06	-0.06	
2.7502	-0.04693386	-0.06	-0.06	-0.06	
2.7504	-0.04703785	-0.06	-0.06	-0.06	
2.7506	-0.04714357	-0.06	-0.06	-0.06	
2.7508	-0.04725108	-0.06	-0.06	-0.06	
2.751	-0.04736042	-0.06	-0.06	-0.06	
2.7512	-0.04747158	-0.06	-0.06	-0.06	
2.7514	-0.04758465	-0.06	-0.06	-0.06	
2.7516	-0.04769965	-0.06	-0.06	-0.06	
2.7518	-0.04781661	-0.06	-0.06	-0.06	
2.752	-0.0479356	-0.06	-0.06	-0.06	
2.7522	-0.04805665	-0.06	-0.06	-0.06	
2.7524	-0.04817979	-0.06	-0.06	-0.06	
2.7526	-0.0483051	-0.06	-0.06	-0.06	
2.7528	-0.04843261	-0.06	-0.06	-0.06	
2.753	-0.04856234	-0.06	-0.06	-0.06	
2.7532	-0.04869439	-0.06	-0.06	-0.06	
2.7534	-0.0488288	-0.06	-0.06	-0.06	
2.7536	-0.04896558	-0.06	-0.06	-0.06	
2.7538	-0.04910484	-0.06	-0.06	-0.06	
2.754	-0.04924662	-0.06	-0.06	-0.06	
2.7542	-0.04939095	-0.06	-0.06	-0.06	
2.7544	-0.04953792	-0.06	-0.06	-0.06	
2.7546	-0.04968761	-0.06	-0.06	-0.06	
2.7548	-0.04984002	-0.06	-0.06	-0.06	
2.755	-0.04999527	-0.06	-0.06	-0.06	
2.7552	-0.05015343	-0.06	-0.06	-0.06	
2.7554	-0.05031451	-0.06	-0.06	-0.06	
2.7556	-0.05047865	-0.06	-0.06	-0.06	
2.7558	-0.05064591	-0.06	-0.06	-0.06	
2.756	-0.05081632	-0.06	-0.06	-0.06	
2.7562	-0.05099	-0.06	-0.06	-0.06	
2.7564	-0.05116705	-0.06	-0.06	-0.06	
2.7566	-0.05134749	-0.06	-0.06	-0.06	
2.7568	-0.05153147	-0.06	-0.06	-0.06	
2.757	-0.05171906	-0.06	-0.06	-0.06	
2.7572	-0.05191032	-0.06	-0.06	-0.06	
2.7574	-0.05210539	-0.06	-0.06	-0.06	
2.7576	-0.05230436	-0.06	-0.06	-0.06	
2.7578	-0.05250729	-0.06	-0.06	-0.06	
2.758	-0.05271434	-0.06	-0.06	-0.06	
2.7582	-0.05292561	-0.06	-0.06	-0.06	
2.7584	-0.05314117	-0.06	-0.06	-0.06	
2.7586	-0.05336118	-0.06	-0.06	-0.06	
2.7588	-0.05358577	-0.06	-0.06	-0.06	
2.759	-0.053815	-0.06	-0.06	-0.06	
2.7592	-0.05404906	-0.06	-0.06	-0.06	
2.7594	-0.0542824	-0.06	-0.06	-0.06	
2.7596	-0.05450659	-0.06	-0.06	-0.06	
2.7598	-0.05472199	-0.06	-0.06	-0.06	
2.76	-0.05492895	-0.06	-0.06	-0.06	
2.7602	-0.05512778	-0.06	-0.06	-0.06	
2.7604	-0.05531882	-0.06	-0.06	-0.06	
2.7606	-0.05550238	-0.06	-0.06	-0.06	
2.7608	-0.05567873	-0.06	-0.06	-0.06	
2.761	-0.05584817	-0.06	-0.06	-0.06	
2.7612	-0.05601097	-0.06	-0.06	-0.06	
2.7614	-0.05616738	-0.06	-0.06	-0.06	
2.7616	-0.05631766	-0.06	-0.06	-0.06	
2.7618	-0.05646205	-0.06	-0.06	-0.06	
2.762	-0.05660077	-0.06	-0.06	-0.06	
2.7622	-0.05673406	-0.06	-0.06	-0.06	
2.7624	-0.05686212	-0.06	-0.06	-0.06	
2.7626	-0.05698515	-0.06	-0.06	-0.06	
2.7628	-0.05710337	-0.06	-0.06	-0.06	
2.763	-0.05721695	-0.06	-0.06	-0.06	
2.7632	-0.05732607	-0.06	-0.06	-0.06	
2.7634	-0.05743092	-0.06	-0.06	-0.06	
2.7636	-0.05753165	-0.06	-0.06	-0.06	
2.7638	-0.05762844	-0.06	-0.06	-0.06	
2.764	-0.05772143	-0.06	-0.06	-0.06	
2.7642	-0.05781077	-0.06	-0.06	-0.06	
2.7644	-0.05789661	-0.06	-0.06	-0.06	
2.7646	-0.05797909	-0.06	-0.06	-0.06	
2.7648	-0.05805833	-0.06	-0.06	-0.06	
2.765	-0.05813446	-0.06	-0.06	-0.06	
2.7652	-0.05820761	-0.06	-0.06	-0.06	
2.7654	-0.05827789	-0.06	-0.06	-0.06	
2.7656	-0.05834542	-0.06	-0.06	-0.06	
2.7658	-0.05841029	-0.06	-0.06	-0.06	
2.766	-0.05847263	-0.06	-0.06	-0.06	
2.7662	-0.05853252	-0.06	-0.06	-0.06	
2.7664	-0.05859006	-0.06	-0.06	-0.06	
2.7666	-0.05864534	-0.06	-0.06	-0.06	
2.7668	-0.05869846	-0.06	-0.06	-0.06	
2.767	-0.05874949	-0.06	-0.06	-0.06	
2.7672	-0.05879853	-0.06	-0.06	-0.06	
2.7674	-0.05884564	-0.06	-0.06	-0.06	
2.7676	-0.0588909	-0.06	-0.06	-0.06	
2.7678	-0.05893439	-0.06	-0.06	-0.06	
2.768	-0.05897617	-0.06	-0.06	-0.06	
2.7682	-0.05901632	-0.06	-0.06	-0.06	
2.7684	-0.05905489	-0.06	-0.06	-0.06	
2.7686	-0.05909194	-0.06	-0.06	-0.06	
2.7688	-0.05912755	-0.06	-0.06	-0.06	
2.769	-0.05916176	-0.06	-0.06	-0.06	
2.7692	-0.05919463	-0.06	-0.06	-0.06	
2.7694	-0.05922621	-0.06	-0.06	-0.06	
2.7696	-0.05925655	-0.06	-0.06	-0.06	
2.7698	-0.0592857	-0.06	-0.06	-0.06	
2.77	-0.05931371	-0.06	-0.06	-0.06	
2.7702	-0.05934062	-0.06	-0.06	-0.06	
2.7704	-0.05936647	-0.06	-0.06	-0.06	
2.7706	-0.05939131	-0.06	-0.06	-0.06	
2.7708	-0.05941518	-0.06	-0.06	-0.06	
2.771	-0.05943811	-0.06	-0.06	-0.06	
2.7712	-0.05946014	-0.06	-0.06	-0.06	
2.7714	-0.05948131	-0.06	-0.06	-0.06	
2.7716	-0.05950165	-0.06	-0.06	-0.06	
2.7718	-0.05952119	-0.06	-0.06	-0.06	
2.772	-0.05953996	-0.06	-0.06	-0.06	
2.7722	-0.059558	-0.06	-0.06	-0.06	
2.7724	-0.05957533	-0.06	-0.06	-0.06	
2.7726	-0.05959199	-0.06	-0.06	-0.06	
2.7728	-0.05960798	-0.06	-0.06	-0.06	
2.773	-0.05962335	-0.06	-0.06	-0.06	
2.7732	-0.05963812	-0.06	-0.06	-0.06	
2.7734	-0.05965231	-0.06	-0.06	-0.06	
2.7736	-0.05966594	-0.06	-0.06	-0.06	
2.7738	-0.05967904	-0.06	-0.06	-0.06	
2.774	-0.05969163	-0.06	-0.06	-0.06	
2.7742	-0.05970372	-0.06	-0.06	-0.06	
2.7744	-0.05971534	-0.06	-0.06	-0.06	
2.7746	-0.0597265	-0.06	-0.06	-0.06	
2.7748	-0.05973722	-0.06	-0.06	-0.06	
2.775	-0.05974753	-0.06	-0.06	-0.06	
2.7752	-0.05975743	-0.06	-0.06	-0.06	
2.7754	-0.05976694	-0.06	-0.06	-0.06	
2.7756	-0.05977608	-0.06	-0.06	-0.06	
2.7758	-0.05978486	-0.06	-0.06	-0.06	
2.776	-0.05979329	-0.06	-0.06	-0.06	
2.7762	-0.0598014	-0.06	-0.06	-0.06	
2.7764	-0.05980919	-0.06	-0.06	-0.06	
2.7766	-0.05981667	-0.06	-0.06	-0.06	
2.7768	-0.05982386	-0.06	-0.06	-0.06	
2.777	-0.05983076	-0.06	-0.06	-0.06	
2.7772	-0.0598374	-0.06	-0.06	-0.06	
2.7774	-0.05984377	-0.06	-0.06	-0.06	
2.7776	-0.0598499	-0.06	-0.06	-0.06	
2.7778	-0.05985579	-0.06	-0.06	-0.06	
2.778	-0.05986144	-0.06	-0.06	-0.06	
2.7782	-0.05986687	-0.06	-0.06	-0.06	
2.7784	-0.05987209	-0.06	-0.06	-0.06	
2.7786	-0.05987711	-0.06	-0.06	-0.06	
2.7788	-0.05988193	-0.06	-0.06	-0.06	
2.779	-0.05988656	-0.06	-0.06	-0.06	
2.7792	-0.059891	-0.06	-0.06	-0.06	
2.7794	-0.05989528	-0.06	-0.06	-0.06	
2.7796	-0.05989939	-0.06	-0.06	-0.06	
2.7798	-0.05990333	-0.06	-0.06	-0.06	
2.78	-0.05990712	-0.06	-0.06	-0.06	
2.7802	-0.05991076	-0.06	-0.06	-0.06	
2.7804	-0.05991426	-0.06	-0.06	-0.06	
2.7806	-0.05991762	-0.06	-0.06	-0.06	
2.7808	-0.05992085	-0.06	-0.06	-0.06	
2.781	-0.05992396	-0.06	-0.06	-0.06	
2.7812	-0.05992694	-0.06	-0.06	-0.06	
2.7814	-0.0599298	-0.06	-0.06	-0.06	
2.7816	-0.05993256	-0.06	-0.06	-0.06	
2.7818	-0.0599352	-0.06	-0.06	-0.06	
2.782	-0.05993774	-0.06	-0.06	-0.06	
2.7822	-0.05994018	-0.06	-0.06	-0.06	
2.7824	-0.05994253	-0.06	-0.06	-0.06	
2.7826	-0.05994478	-0.06	-0.06	-0.06	
2.7828	-0.05994695	-0.06	-0.06	-0.06	
2.783	-0.05994903	-0.06	-0.06	-0.06	
2.7832	-0.05995103	-0.06	-0.06	-0.06	
2.7834	-0.05995294	-0.06	-0.06	-0.06	
2.7836	-0.05995479	-0.06	-0.06	-0.06	
2.7838	-0.05995656	-0.06	-0.06	-0.06	
2.784	-0.05995827	-0.06	-0.06	-0.06	
2.7842	-0.0599599	-0.06	-0.06	-0.06	
2.7844	-0.05996148	-0.06	-0.06	-0.06	
2.7846	-0.05996298	-0.06	-0.06	-0.06	
2.7848	-0.05996444	-0.06	-0.06	-0.06	
2.785	-0.05996583	-0.06	-0.06	-0.06	
2.7852	-0.05996717	-0.06	-0.06	-0.06	
2.7854	-0.05996846	-0.06	-0.06	-0.06	
2.7856	-0.05996969	-0.06	-0.06	-0.06	
2.7858	-0.05997088	-0.06	-0.06	-0.06	
2.786	-0.05997203	-0.06	-0.06	-0.06	
2.7862	-0.05997312	-0.06	-0.06	-0.06	
2.7864	-0.05997417	-0.06	-0.06	-0.06	
2.7866	-0.05997519	-0.06	-0.06	-0.06	
2.7868	-0.05997616	-0.06	-0.06	-0.06	
2.787	-0.0599771	-0.06	-0.06	-0.06	
2.7872	-0.05997799	-0.06	-0.06	-0.06	
2.7874	-0.05997886	-0.06	-0.06	-0.06	
2.7876	-0.05997968	-0.06	-0.06	-0.06	
2.7878	-0.05998048	-0.06	-0.06	-0.06	
2.788	-0.05998125	-0.06	-0.06	-0.06	
2.7882	-0.05998198	-0.06	-0.06	-0.06	
2.7884	-0.05998269	-0.06	-0.06	-0.06	
2.7886	-0.05998337	-0.06	-0.06	-0.06	
2.7888	-0.05998402	-0.06	-0.06	-0.06	
2.789	-0.05998465	-0.06	-0.06	-0.06	
2.7892	-0.05998525	-0.06	-0.06	-0.06	
2.7894	-0.05998583	-0.06	-0.06	-0.06	
2.7896	-0.05998638	-0.06	-0.06	-0.06	
2.7898	-0.05998692	-0.06	-0.06	-0.06	
2.79	-0.05998743	-0.06	-0.06	-0.06	
2.7902	-0.05998792	-0.06	-0.06	-0.06	
2.7904	-0.0599884	-0.06	-0.06	-0.06	
2.7906	-0.05998885	-0.06	-0.06	-0.06	
2.7908	-0.05998929	-0.06	-0.06	-0.06	
2.791	-0.05998971	-0.06	-0.06	-0.06	
2.7912	-0.05999011	-0.06	-0.06	-0.06	
2.7914	-0.0599905	-0.06	-0.06	-0.06	
2.7916	-0.05999087	-0.06	-0.06	-0.06	
2.7918	-0.05999123	-0.06	-0.06	-0.06	
2.792	-0.05999158	-0.06	-0.06	-0.06	
2.7922	-0.0599919	-0.06	-0.06	-0.06	
2.7924	-0.05999222	-0.06	-0.06	-0.06	
2.7926	-0.05999253	-0.06	-0.06	-0.06	
2.7928	-0.05999282	-0.06	-0.06	-0.06	
2.793	-0.0599931	-0.06	-0.06	-0.06	
2.7932	-0.05999337	-0.06	-0.06	-0.06	
2.7934	-0.05999363	-0.06	-0.06	-0.06	
2.7936	-0.05999388	-0.06	-0.06	-0.06	
2.7938	-0.05999412	-0.06	-0.06	-0.06	
2.794	-0.05999435	-0.06	-0.06	-0.06	
2.7942	-0.05999457	-0.06	-0.06	-0.06	
2.7944	-0.05999479	-0.06	-0.06	-0.06	
2.7946	-0.05999499	-0.06	-0.06	-0.06	
2.7948	-0.05999519	-0.06	-0.06	-0.06	
2.795	-0.05999538	-0.06	-0.06	-0.06	
2.7952	-0.05999556	-0.06	-0.06	-0.06	
2.7954	-0.05999573	-0.06	-0.06	-0.06	
2.7956	-0.0599959	-0.06	-0.06	-0.06	
2.7958	-0.05999606	-0.06	-0.06	-0.06	
2.796	-0.05999621	-0.06	-0.06	-0.06	
2.7962	-0.05999636	-0.06	-0.06	-0.06	
2.7964	-0.0599965	-0.06	-0.06	-0.06	
2.7966	-0.05999664	-0.06	-0.06	-0.06	
2.7968	-0.05999677	-0.06	-0.06	-0.06	
2.797	-0.0599969	-0.06	-0.06	-0.06	
2.7972	-0.05999702	-0.06	-0.06	-0.06	
2.7974	-0.05999714	-0.06	-0.06	-0.06	
2.7976	-0.05999725	-0.06	-0.06	-0.06	
2.7978	-0.05999736	-0.06	-0.06	-0.06	
2.798	-0.05999746	-0.06	-0.06	-0.06	
2.7982	-0.05999756	-0.06	-0.06	-0.06	
2.7984	-0.05999766	-0.06	-0.06	-0.06	
2.7986	-0.05999775	-0.06	-0.06	-0.06	
2.7988	-0.05999784	-0.06	-0.06	-0.06	
2.799	-0.05999792	-0.06	-0.06	-0.06	
2.7992	-0.059998	-0.06	-0.06	-0.06	
2.7994	-0.05999808	-0.06	-0.06	-0.06	
2.7996	-0.05999816	-0.06	-0.06	-0.06	
2.7998	-0.05999823	-0.06	-0.06	-0.06	
2.8	-0.0599983	-0.06	-0.06	-0.06	
2.8002	-0.05999837	-0.06	-0.06	-0.06	
2.8004	-0.05999843	-0.06	-0.06	-0.06	
2.8006	-0.05999849	-0.06	-0.06	-0.06	
2.8008	-0.05999855	-0.06	-0.06	-0.06	
2.801	-0.05999861	-0.06	-0.06	-0.06	
2.8012	-0.05999866	-0.06	-0.06	-0.06	
2.8014	-0.05999871	-0.06	-0.06	-0.06	
2.8016	-0.05999877	-0.06	-0.06	-0.06	
2.8018	-0.05999881	-0.06	-0.06	-0.06	
2.802	-0.05999886	-0.06	-0.06	-0.06	
2.8022	-0.0599989	-0.06	-0.06	-0.05996159	
2.8024	-0.05999895	-0.06	-0.06	-0.05988352	
2.8026	-0.05999899	-0.06	-0.06	-0.0597677	
2.8028	-0.05999903	-0.06	-0.06	-0.05961621	
2.803	-0.05999907	-0.06	-0.06	-0.05943125	
2.8032	-0.0599991	-0.06	-0.06	-0.05921508	
2.8034	-0.05999914	-0.06	-0.06	-0.05897004	
2.8036	-0.05999917	-0.06	-0.06	-0.05869849	
2.8038	-0.05999921	-0.06	-0.06	-0.05840281	
2.804	-0.05999923	-0.06	-0.06	-0.05808536	
2.8042	-0.05999926	-0.06	-0.06	-0.05774848	
2.8044	-0.05999929	-0.06	-0.06	-0.05739444	
2.8046	-0.05999932	-0.06	-0.06	-0.05702547	
2.8048	-0.05999935	-0.06	-0.06	-0.05664371	
2.805	-0.05999937	-0.06	-0.06	-0.05625122	
2.8052	-0.0599994	-0.06	-0.06	-0.05584998	
2.8054	-0.05999942	-0.06	-0.06	-0.05544185	
2.8056	-0.05999944	-0.06	-0.06	-0.05502859	
2.8058	-0.05999947	-0.06	-0.06	-0.05461185	
2.806	-0.05999949	-0.06	-0.06	-0.05419317	
2.8062	-0.05999951	-0.06	-0.06	-0.05377398	
2.8064	-0.05999953	-0.06	-0.06	-0.05335559	
2.8066	-0.05999954	-0.06	-0.06	-0.05293922	
2.8068	-0.05999956	-0.06	-0.06	-0.05252596	
2.807	-0.05999958	-0.06	-0.06	-0.05211681	
2.8072	-0.0599996	-0.06	-0.06	-0.05171266	
2.8074	-0.05999961	-0.06	-0.06	-0.05131431	
2.8076	-0.05999963	-0.06	-0.06	-0.05092245	
2.8078	-0.05999964	-0.06	-0.06	-0.05053772	
2.808	-0.05999966	-0.06	-0.06	-0.05016062	
2.8082	-0.05999967	-0.06	-0.06	-0.04979163	
2.8084	-0.05999968	-0.06	-0.06	-0.04943112	
2.8086	-0.0599997	-0.06	-0.06	-0.0490794	
2.8088	-0.05999971	-0.06	-0.06	-0.04873672	
2.809	-0.05999972	-0.06	-0.06	-0.04840328	
2.8092	-0.05999973	-0.06	-0.06	-0.04807921	
2.8094	-0.05999974	-0.06	-0.06	-0.0477646	
2.8096	-0.05999975	-0.06	-0.06	-0.04745949	
2.8098	-0.05999976	-0.06	-0.06	-0.0471639	
2.81	-0.05999977	-0.06	-0.06	-0.04687779	
2.8102	-0.05999978	-0.06	-0.06	-0.04660111	
2.8104	-0.05999979	-0.06	-0.06	-0.04633377	
2.8106	-0.0599998	-0.06	-0.06	-0.04607566	
2.8108	-0.0599998	-0.06	-0.06	-0.04582665	
2.811	-0.05999981	-0.06	-0.06	-0.04558657	
2.8112	-0.05999982	-0.06	-0.06	-0.04535527	
2.8114	-0.05999983	-0.06	-0.06	-0.04513256	
2.8116	-0.05999983	-0.06	-0.06	-0.04491824	
2.8118	-0.05999984	-0.06	-0.06	-0.0447121	
2.812	-0.05999985	-0.06	-0.06	-0.04451395	
2.8122	-0.05999985	-0.06	-0.06	-0.04432356	
2.8124	-0.05999986	-0.06	-0.06	-0.04414071	
2.8126	-0.05999986	-0.06	-0.06	-0.04396517	
2.8128	-0.05999987	-0.06	-0.06	-0.04379672	
2.813	-0.05999987	-0.06	-0.06	-0.04363513	
2.8132	-0.05999988	-0.06	-0.06	-0.04348017	
2.8134	-0.05999988	-0.06	-0.06	-0.04333163	
2.8136	-0.05999989	-0.06	-0.06	-0.04318926	
2.8138	-0.05999989	-0.06	-0.06	-0.04305287	
2.814	-0.0599999	-0.06	-0.06	-0.04292222	
2.8142	-0.0599999	-0.06	-0.06	-0.04279711	
2.8144	-0.05999991	-0.06	-0.06	-0.04267734	
2.8146	-0.05999991	-0.06	-0.06	-0.04256268	
2.8148	-0.05999991	-0.06	-0.06	-0.04245295	
